ID,Japanese_Text,English_Text,Japanese_Female_Sound,Japanese_Male_Sound
word_ja_容易,容易,easy; simple; plain,,
word_ja_できるだけ,できるだけ,as much as one can; as much as possible; if at all possible,,
word_ja_頭から,頭から,from the beginning; without hesitation; flatly (e.g. refusing),,
word_ja_用いる,用いる,to use; to make use of; to utilize,,
word_ja_付近,付近,neighborhood; vicinity; environs,,
word_ja_筋,筋,muscle; tendon; sinew,,
word_ja_数字,数字,numeral; figure; digit,,
word_ja_務める,務める,to work (for); to be employed (at); to serve (in),,
word_ja_追い出す,追い出す,to expel; to drive out,,
word_ja_施す,施す,"to give (time, money, goods); to donate; to do",,
word_ja_叱る,叱る,to scold; to chide; to rebuke,,
word_ja_にしておく,にしておく,to leave as; to view as; to maintain the status quo,,
word_ja_要素,要素,component; factor; item (e.g. in list),,
word_ja_安定,安定,stability; steadiness; equilibrium,,
word_ja_およそ,およそ,about; roughly; approximately,,
word_ja_アメリカ,アメリカ,America; United States of America,,
word_ja_場面,場面,scene; setting; place (where something happens),,
word_ja_一種,一種,species; kind; variety,,
word_ja_季節,季節,season; time of year,,
word_ja_こもる,こもる,to shut oneself in (e.g. one's room); to be confined in; to seclude oneself,,
word_ja_添える,添える,to garnish; to accompany (as a card does a gift); to add to as support,,
word_ja_にもかかわらず,にもかかわらず,in spite of; nevertheless; although,,
word_ja_風景,風景,scenery; scene; landscape,,
word_ja_かねる,かねる,"to be unable to; to find difficult (unpleasant, awkward, painful) to do; to serve two or more functions or roles simultaneously",,
word_ja_しつこい,しつこい,insistent; obstinate; persistent,,
word_ja_新聞,新聞,newspaper,,
word_ja_不明,不明,unclear; obscure; indistinct,,
word_ja_今頃,今頃,about this time,,
word_ja_かわいそう,かわいそう,poor; pitiable; pathetic,,
word_ja_憎む,憎む,to hate; to detest,,
word_ja_積極的,積極的,positive; assertive; active,,
word_ja_前回,前回,previous time; last time; previous installment,,
word_ja_真の,真の,true; real; genuine,,
word_ja_成果,成果,(good) result; outcome; fruits (of one's labors),,
word_ja_収める,収める,to dedicate; to make an offering; to pay (fees),,
word_ja_必要とする,必要とする,to need; to call for; to require,,
word_ja_保護,保護,protection; safeguard; guardianship,,
word_ja_成立,成立,formation; establishment; materialization,,
word_ja_日本人,日本人,Japanese person; Japanese people,,
word_ja_下す,下す,to make a decision; to draw a conclusion; to give a judgement,,
word_ja_申し上げる,申し上げる,to say; to tell; to state,,
word_ja_評判,評判,fame; reputation; popularity,,
word_ja_一面,一面,one face; one surface; the whole surface,,
word_ja_関係者,関係者,person concerned; people involved (in an event); those concerned,,
word_ja_ふさわしい,ふさわしい,appropriate; adequate; suitable,,
word_ja_個人的,個人的,personal; individual; private,,
word_ja_生かす,生かす,"to make (the best) use of; to put to good use; to leverage (skills, attributes, experience, etc.)",,
word_ja_入り込む,入り込む,to go into; to come into; to penetrate,,
word_ja_年上,年上,older; senior,,
word_ja_最終的,最終的,final; eventual; ultimate,,
word_ja_拒否,拒否,refusal; rejection; denial,,
word_ja_セット,セット,set; set meal; combo-meal,,
word_ja_家庭,家庭,home; family; household,,
word_ja_明確,明確,clear; precise; definite,,
word_ja_特定,特定,specific; particular; designated,,
word_ja_出てくる,出てくる,to come out; to appear; to turn up,,
word_ja_はるか,はるか,far; far away; distant,,
word_ja_決断,決断,decision; determination,,
word_ja_欠ける,欠ける,to be chipped; to be damaged; to be broken,,
word_ja_地位,地位,(social) position; status,,
word_ja_想定,想定,hypothesis; supposition; assumption,,
word_ja_歓迎,歓迎,welcome; reception,,
word_ja_曲がる,曲がる,to bend; to curve; to warp,,
word_ja_表面,表面,surface; face; outside,,
word_ja_不足,不足,insufficiency; deficiency; shortage,,
word_ja_近づける,近づける,to bring near; to bring close; to let go near,,
word_ja_提供,提供,offer; tender; providing,,
word_ja_経過,経過,passage (of time); elapsing; lapse,,
word_ja_熱心,熱心,zealous; enthusiastic; ardent,,
word_ja_出入り,出入り,going in and out; entering and exiting; visiting regularly,,
word_ja_処分,処分,disposal; throwing away; selling off,,
word_ja_載る,載る,to be placed on; to be set on; to be piled on,,
word_ja_規模,規模,scale; scope; plan,,
word_ja_意味がある,意味がある,to have meaning; to be meaningful,,
word_ja_詳細,詳細,details; particulars; specifics,,
word_ja_何回,何回,how many times?,,
word_ja_地域,地域,area; region,,
word_ja_好む,好む,to like; to prefer,,
word_ja_悲しむ,悲しむ,to be sad; to mourn for; to regret,,
word_ja_よす,よす,to cease; to desist; to cut it out,,
word_ja_始まり,始まり,origin; beginning,,
word_ja_親子,親子,parent and child,,
word_ja_皮,皮,skin; hide; pelt,,
word_ja_備える,備える,to furnish with; to equip with; to provide,,
word_ja_持ち込む,持ち込む,to take something into ...; to bring in; to carry in,,
word_ja_成績,成績,results; record; grades,,
word_ja_指定,指定,designation; specification; assignment,,
word_ja_頼み,頼み,request; favor; favour,,
word_ja_一見,一見,look; glimpse; glance,,
word_ja_固める,固める,to harden; to freeze; to strengthen,,
word_ja_地方,地方,district; region; area,,
word_ja_世界中,世界中,around the world; throughout the world,,
word_ja_念のため,念のため,(just) making sure; just to be sure; just in case,,
word_ja_大事にする,大事にする,to take good care of; to treasure; to value,,
word_ja_義務,義務,duty; obligation; responsibility,,
word_ja_世話,世話,looking after; help; aid,,
word_ja_肝心,肝心,essential; important; crucial,,
word_ja_見に行く,見に行く,"to go to see (something, someone); to visit",,
word_ja_塗る,塗る,to paint; to plaster; to lacquer,,
word_ja_うっかり,うっかり,carelessly; thoughtlessly; inadvertently,,
word_ja_対抗,対抗,opposition; rivalry; competition,,
word_ja_本格的,本格的,genuine; real; regular,,
word_ja_身につける,身につける,to learn; to acquire knowledge; to carry,,
word_ja_模様,模様,pattern; figure; design,,
word_ja_おしまい,おしまい,the end; closing; being done for,,
word_ja_発展,発展,development; growth; expansion,,
word_ja_キロ,キロ,kilo-; 1000; kilogram,,
word_ja_記す,記す,to write down; to note; to jot down,,
word_ja_作り,作り,making; producing; manufacturing,,
word_ja_ところから,ところから,from the place (where); from the fact that ...; caused by the fact that ...,,
word_ja_性質,性質,nature; property; disposition,,
word_ja_どうしたらいい,どうしたらいい,what's the best thing to do?,,
word_ja_慰める,慰める,to comfort; to console; to amuse,,
word_ja_いざ,いざ,now; come (now); well,,
word_ja_分かれる,分かれる,to branch; to fork; to diverge,,
word_ja_代わり,代わり,substitute; replacement; substituting,,
word_ja_出会い,出会い,meeting; rendezvous; encounter,,
word_ja_座,座,seat; place; position,,
word_ja_入り,入り,entering; setting (of the Sun); containing,,
word_ja_出身,出身,"person's origin (e.g. city, country, parentage, school)",,
word_ja_案,案,idea; plan; proposal,,
word_ja_当初,当初,beginning; start; outset,,
word_ja_実現,実現,implementation (e.g. of a system); materialization; materialisation,,
word_ja_文化,文化,culture; civilization; civilisation,,
word_ja_変わり,変わり,change; alteration; difference,,
word_ja_一定,一定,fixed; settled; constant,,
word_ja_目に見える,目に見える,to be visible; to be clear; to be evident,,
word_ja_したる,したる,to do (for someone),,
word_ja_教わる,教わる,to be taught; to learn; to take lessons in,,
word_ja_引き出す,引き出す,to pull out; to take out; to draw out,,
word_ja_かえって,かえって,on the contrary; rather; all the more,,
word_ja_指導,指導,guidance; leadership; instruction,,
word_ja_深刻,深刻,serious; severe; grave,,
word_ja_一般的,一般的,general; popular; common,,
word_ja_表す,表す,to represent; to signify; to stand for,,
word_ja_期間,期間,period; term; interval,,
word_ja_じっくり,じっくり,deliberately; carefully; thoroughly,,
word_ja_築く,築く,to build; to construct; to erect,,
word_ja_精神的,精神的,mental; spiritual; emotional,,
word_ja_逃す,逃す,to miss (e.g. a chance); to lose; to let get away,,
word_ja_極めて,極めて,exceedingly; extremely; decisively,,
word_ja_焼ける,焼ける,to burn; to be roasted; to be heated,,
word_ja_敷く,敷く,to spread out; to lay out; to take a position,,
word_ja_負担,負担,burden; load; responsibility,,
word_ja_方針,方針,policy; course; plan (of action),,
word_ja_小学校,小学校,primary school; elementary school; grade school,,
word_ja_争い,争い,dispute; strife; quarrel,,
word_ja_争う,争う,to compete; to contest; to contend,,
word_ja_賛成,賛成,approval; agreement; support,,
word_ja_経る,経る,to pass; to elapse; to go by,,
word_ja_姿を見せる,姿を見せる,to show up; to appear; to turn up,,
word_ja_取り上げる,取り上げる,to pick up; to adopt (e.g. a proposal); to accept,,
word_ja_というものは,というものは,that is to say; so that means,,
word_ja_尽きる,尽きる,to be used up; to be run out; to be exhausted,,
word_ja_新鮮,新鮮,fresh,,
word_ja_思い切る,思い切る,to give up all thoughts of; to abandon; to despair of,,
word_ja_持ち出す,持ち出す,to take out; to carry out; to bring out from where it belongs,,
word_ja_重大,重大,serious; important; significant,,
word_ja_共有,共有,joint ownership; co-ownership; sharing (e.g. a viewpoint),,
word_ja_勧める,勧める,to recommend (someone to do); to advise; to encourage,,
word_ja_いいところ,いいところ,good thing; strong point; good family,,
word_ja_暮らし,暮らし,life; living; livelihood,,
word_ja_大切にする,大切にする,to cherish; to treasure; to prize,,
word_ja_抗議,抗議,protest; objection,,
word_ja_割,割,rate; ratio; proportion,,
word_ja_解釈,解釈,explanation; interpretation,,
word_ja_夜中,夜中,middle of the night; dead of night,,
word_ja_一致,一致,coincidence; agreement; union,,
word_ja_健康,健康,health; healthy; sound,,
word_ja_大いに,大いに,very; much; greatly,,
word_ja_その他,その他,the rest; the others; in addition (to that),,
word_ja_にやっ,にやっ,smirkingly; broadly (grinning),,
word_ja_社,社,company; association; society,,
word_ja_苦しみ,苦しみ,pain; anguish; distress,,
word_ja_挑戦,挑戦,challenge; defiance; dare,,
word_ja_何十,何十,several tens,,
word_ja_建てる,建てる,to build; to construct,,
word_ja_高まる,高まる,to rise; to swell; to be promoted,,
word_ja_よく言う,よく言う,to say enough (as much as required); to say plenty; to say well,,
word_ja_毎年,毎年,every year; yearly; annually,,
word_ja_歩む,歩む,to walk; to go on foot; to tread (a figurative path),,
word_ja_根拠,根拠,basis; foundation; grounds,,
word_ja_よそ,よそ,another place; somewhere else; strange parts,,
word_ja_数々,数々,many; numerous; various,,
word_ja_午前,午前,morning; a.m.,,
word_ja_高める,高める,to raise; to lift; to boost,,
word_ja_余地,余地,place; room; margin,,
word_ja_来年,来年,next year,,
word_ja_足る,足る,to be sufficient; to be enough; to be worth doing,,
word_ja_利益,利益,profit; gains; benefit,,
word_ja_英語,英語,English (language),,
word_ja_最終,最終,last; final; closing,,
word_ja_中でも,中でも,among (other things); especially; particularly,,
word_ja_厚い,厚い,thick; deep; heavy,,
word_ja_改める,改める,to change; to alter; to revise,,
word_ja_ケース,ケース,"case (e.g. receptacle, condition, event, legal action, letter style, etc.); Computer-Aided Software Engineering; CASE",,
word_ja_悪くなる,悪くなる,to get worse; to deteriorate; to go from bad to worse,,
word_ja_習う,習う,to take lessons in; to be taught; to learn (from a teacher),,
word_ja_達成,達成,achievement; attainment; accomplishment,,
word_ja_前提,前提,condition; assumption; prerequisite,,
word_ja_帰す,帰す,to send (someone) back; to send (someone) home,,
word_ja_減らす,減らす,to abate; to decrease; to diminish,,
word_ja_つなぐ,つなぐ,to connect; to link together; to tie,,
word_ja_分析,分析,analysis,,
word_ja_役立つ,役立つ,to be useful; to be helpful; to serve the purpose,,
word_ja_一時的,一時的,temporary,,
word_ja_長年,長年,long time; many years,,
word_ja_よくある,よくある,to often be the case; to occur frequently; to be common,,
word_ja_生涯,生涯,life; lifetime; career,,
word_ja_大胆,大胆,bold; daring; audacious,,
word_ja_こうした,こうした,such,,
word_ja_こだわる,こだわる,to fuss over; to be particular about; to be obsessive about,,
word_ja_共通,共通,common; shared; mutual,,
word_ja_制限,制限,restriction; restraint; limitation,,
word_ja_質,質,quality; value; nature,,
word_ja_多数,多数,large number (of); many; majority,,
word_ja_定める,定める,to decide; to determine; to establish,,
word_ja_外出,外出,"going out; outing; leaving (one's home, office, etc.)",,
word_ja_徹底的,徹底的,thorough; exhaustive; complete,,
word_ja_比較的,比較的,comparatively; relatively,,
word_ja_実際は,実際は,in fact; as a matter of fact; actually,,
word_ja_まとまる,まとまる,to find resolution; to be settled; to be agreed on,,
word_ja_地元,地元,home area; home town; local,,
word_ja_恵まれる,恵まれる,to be blessed with; to be rich in; to abound in,,
word_ja_経営,経営,management; administration; operation,,
word_ja_中止,中止,suspension; stoppage; discontinuance,,
word_ja_検討,検討,consideration; examination; investigation,,
word_ja_働き,働き,work; labor; labour,,
word_ja_引き上げる,引き上げる,to pull up; to drag up; to lift up,,
word_ja_提出,提出,"presentation (of documents); submission (of an application, report, etc.); production (e.g. of evidence)",,
word_ja_非難,非難,criticism; blame; censure,,
word_ja_数年,数年,several years; a few years,,
word_ja_よくなる,よくなる,to become better; to improve,,
word_ja_強める,強める,to strengthen; to emphasize; to emphasise,,
word_ja_専門,専門,speciality; specialty; subject of study,,
word_ja_海外,海外,foreign; abroad; overseas,,
word_ja_向け,向け,intended for ...; oriented towards ...; aimed at ...,,
word_ja_行方,行方,(one's) whereabouts; outcome,,
word_ja_傾向,傾向,tendency; trend; inclination,,
word_ja_ものにする,ものにする,to get; to secure; to take possession of,,
word_ja_以内,以内,within; inside of; less than,,
word_ja_はじめ,はじめ,beginning; start; outset,,
word_ja_後半,後半,second half; latter half,,
word_ja_関連,関連,relation; connection; relevance,,
word_ja_議論,議論,argument; discussion; dispute,,
word_ja_拡大,拡大,magnification; enlargement; expansion,,
word_ja_設ける,設ける,to prepare; to provide; to set up,,
word_ja_努める,努める,to endeavor (endeavour); to try; to strive,,
word_ja_出席,出席,attendance; presence; appearance,,
word_ja_全国,全国,the whole country,,
word_ja_背景,背景,background; scenery; backdrop,,
word_ja_基準,基準,standard; basis; criterion,,
word_ja_どのように,どのように,how; in what way,,
word_ja_身近,身近,near oneself; close to one; familiar,,
word_ja_幅,幅,width; breadth; freedom (e.g. of thought),,
word_ja_強調,強調,emphasis; highlight; stress,,
word_ja_見直す,見直す,"to look at again; to re-examine (policy, estimate, plan, etc.); to review",,
word_ja_占める,占める,to occupy; to hold; to account for,,
word_ja_あたし,あたし,I; me,,
word_ja_魔法,魔法,magic; witchcraft; sorcery,,
word_ja_頷く,頷く,to nod; to bow one's head in assent; to agree,,
word_ja_剣,剣,"sword (esp. a large, double-edged one); blade; bayonet",,
word_ja_呟く,呟く,to mutter; to murmur; to grumble,,
word_ja_微笑む,微笑む,to smile,,
word_ja_ふふ,ふふ,ha ha ha; hee hee hee,,
word_ja_撫でる,撫でる,to stroke; to caress; to brush gently,,
word_ja_貴様,貴様,you; you bastard; you son of a bitch,,
word_ja_キス,キス,kiss,,
word_ja_屋敷,屋敷,residence; estate; grounds,,
word_ja_貴族,貴族,noble; aristocrat; peer,,
word_ja_顔を上げる,顔を上げる,to raise one's face; to lift one's head; to raise one's eyes,,
word_ja_戦闘,戦闘,battle; fight; combat,,
word_ja_騎士,騎士,samurai on horseback; (medieval) knight,,
word_ja_よー,よー,well; properly; skillfully,,
word_ja_魔,魔,demon; devil; evil spirit,,
word_ja_軍,軍,army; armed forces; troops,,
word_ja_魔力,魔力,magical powers; supernatural powers; spell,,
word_ja_撃つ,撃つ,to shoot (at); to attack; to defeat,,
word_ja_王子,王子,prince; subordinate Kumano shrine,,
word_ja_ああああ,ああああ,aaah!; oooh!; oh no!,,
word_ja_獣,獣,beast; brute; animal,,
word_ja_苦笑,苦笑,bitter smile; wry smile; strained laugh,,
word_ja_デート,デート,date (with someone); (social) outing (for two); date night,,
word_ja_呆れる,呆れる,to be amazed; to be shocked; to be astonished,,
word_ja_手を伸ばす,手を伸ばす,to put out one's hand; to extend one's arm; to reach for,,
word_ja_己,己,"oneself (itself, etc.); I; me",,
word_ja_拳,拳,fist,,
word_ja_指先,指先,fingertip; finger; toe tip,,
word_ja_漏らす,漏らす,to let leak; to let out (e.g. light); to let out (a secret),,
word_ja_悪魔,悪魔,devil; demon; fiend,,
word_ja_わたくし,わたくし,"I; me; personal (affairs, etc.)",,
word_ja_睨む,睨む,to glare at; to scowl at; to glower at,,
word_ja_声を上げる,声を上げる,to raise one's voice; to shout; to yell,,
word_ja_見開く,見開く,to open one's eyes wide,,
word_ja_お兄ちゃん,お兄ちゃん,(one's) older brother; lad; sonny,,
word_ja_お腹,お腹,belly; abdomen; stomach,,
word_ja_溢れる,溢れる,to overflow; to brim over; to flood,,
word_ja_見下ろす,見下ろす,to overlook; to command a view of; to look down on,,
word_ja_老人,老人,old person; senior citizen; the aged,,
word_ja_一同,一同,all present; all concerned; all of us,,
word_ja_死体,死体,dead body; corpse; cadaver,,
word_ja_青年,青年,youth; young man,,
word_ja_学園,学園,educational institution; school; academy,,
word_ja_口元,口元,mouth; lips; shape of the mouth,,
word_ja_舐める,舐める,to lick; to lap; to suck,,
word_ja_戸惑う,戸惑う,to be bewildered; to be perplexed,,
word_ja_お姉ちゃん,お姉ちゃん,older sister; lass; young lady,,
word_ja_ママ,ママ,mama; mamma; mom,,
word_ja_母さん,母さん,mother; wife,,
word_ja_携帯,携帯,carrying (on one's person or in the hand); mobile phone; cell phone,,
word_ja_音を立てる,音を立てる,to make a sound,,
word_ja_ははは,ははは,ha ha ha (laughter),,
word_ja_姫,姫,"young lady of noble birth; princess (esp. in Western contexts, tales, etc.); girl",,
word_ja_四人,四人,four people,,
word_ja_一撃,一撃,blow; hit; poke,,
word_ja_殿,殿,Mr.; Mrs.; Miss,,
word_ja_お前ら,お前ら,you (plural),,
word_ja_うわっ,うわっ,yikes; oops; eep,,
word_ja_抱きしめる,抱きしめる,to hug someone close; to hold someone tight; to embrace closely,,
word_ja_気持ちいい,気持ちいい,good feeling; feeling good,,
word_ja_ある人,ある人,"someone (unspecified, but someone in particular); a certain person",,
word_ja_わし,わし,I; me,,
word_ja_さぁ,さぁ,come; come now; come along,,
word_ja_震わせる,震わせる,to (make something) quiver; to shake; to tremble,,
word_ja_首を振る,首を振る,to shake one's head,,
word_ja_野郎,野郎,guy; fellow; chap,,
word_ja_肉体,肉体,the body; the flesh; the outer man,,
word_ja_操る,操る,to operate (e.g. a machine); to handle; to manage,,
word_ja_っち,っち,pluralizing suffix,,
word_ja_フッ,フッ,hah (derisively); pooh; pfft (of something disappearing),,
word_ja_目を閉じる,目を閉じる,to close one's eyes; to lower one's eyelids; to shut one's eyes,,
word_ja_ポケット,ポケット,pocket,,
word_ja_馬車,馬車,coach (horse-drawn); carriage; wagon,,
word_ja_撮る,撮る,"to take (a photo); to record (video, audio, etc.); to make (a film)",,
word_ja_ええっ,ええっ,Eh?; What?; Come on!,,
word_ja_ナイフ,ナイフ,knife,,
word_ja_親父,親父,one's father; old man; one's boss,,
word_ja_ヤバい,ヤバい,dangerous; risky; awful,,
word_ja_兵士,兵士,soldier,,
word_ja_矢,矢,arrow; wedge; chock,,
word_ja_見回す,見回す,to look around; to survey,,
word_ja_護衛,護衛,guard; convoy; escort,,
word_ja_兵,兵,(common) soldier; rank and file; army,,
word_ja_首を傾げる,首を傾げる,to incline one's head to the side (in doubt); to tilt one's head to the side (in confusion); to be puzzled,,
word_ja_ちょっ,ちょっ,hey; hold on; come on,,
word_ja_今更,今更,now (when it is already much too late); at this stage; afresh,,
word_ja_ドレス,ドレス,dress,,
word_ja_王国,王国,kingdom; monarchy,,
word_ja_あはは,あはは,a-ha-ha (laughing loudly),,
word_ja_パパ,パパ,papa; dad; daddy,,
word_ja_手を振る,手を振る,to wave one's hand,,
word_ja_くそ,くそ,damn; damn it; shit,,
word_ja_怯える,怯える,to become frightened; to be frightened (of); to be scared (of),,
word_ja_飲み込む,飲み込む,to gulp down; to swallow deeply; to understand,,
word_ja_照れる,照れる,to be shy; to be bashful; to feel awkward,,
word_ja_ノック,ノック,knock; knocking; fungo hitting,,
word_ja_戦場,戦場,battlefield; battleground,,
word_ja_斬る,斬る,"to kill (a human) using a blade (sword, machete, knife, etc.); to slice (off); to lop (off)",,
word_ja_内心,内心,inner thoughts; real intention; inmost heart,,
word_ja_技,技,technique; art; skill,,
word_ja_スカート,スカート,skirt,,
word_ja_安堵,安堵,"relief; reassurance; recognition of right to land ownership (by the shogunate, a feudal lord, etc.)",,
word_ja_顎,顎,jaw; chin; barb (of a fishhook),,
word_ja_メール,メール,email; mail (usu. in compound words); post,,
word_ja_最強,最強,strongest,,
word_ja_脇,脇,armpit; under one's arm; side,,
word_ja_人類,人類,mankind; humanity,,
word_ja_お姉さん,お姉さん,older sister; elder sister; young lady,,
word_ja_囁く,囁く,to whisper; to murmur; to rumor,,
word_ja_騙す,騙す,to trick; to cheat; to deceive,,
word_ja_塊,塊,lump; mass; bundle,,
word_ja_呆然,呆然,dumbfounded; overcome with surprise; in blank amazement,,
word_ja_チーム,チーム,team,,
word_ja_お菓子,お菓子,confections; sweets; candy,,
word_ja_部隊,部隊,force; unit; corps,,
word_ja_訊く,訊く,to ask; to enquire; to query,,
word_ja_発動,発動,putting into operation; invocation,,
word_ja_呪い,呪い,curse; spell; malediction,,
word_ja_試合,試合,match; game; bout,,
word_ja_槍,槍,spear; lance; javelin,,
word_ja_やれやれ,やれやれ,oh!; ah!; oh dear!,,
word_ja_弾く,弾く,to play (a stringed or keyboard instrument),,
word_ja_僕たち,僕たち,we,,
word_ja_僕ら,僕ら,we,,
word_ja_気持ちよい,気持ちよい,good feeling; feeling good,,
word_ja_ていうか,ていうか,or rather (say); or better (say); or perhaps I should say,,
word_ja_おはようございます,おはようございます,good morning,,
word_ja_おじさん,おじさん,uncle; old man; mister,,
word_ja_お前たち,お前たち,you (plural),,
word_ja_奴ら,奴ら,they; those guys,,
word_ja_君たち,君たち,you (plural); all of you; you all,,
word_ja_ため息をつく,ため息をつく,to sigh; to breathe a sigh,,
word_ja_立ち止まる,立ち止まる,to stop (in one's tracks); to come to a stop; to halt,,
word_ja_モノ,モノ,mono,,
word_ja_お嬢様,お嬢様,(another's) daughter; young lady (of pampered upbringing); woman who has never known hardship,,
word_ja_ため息,ため息,sigh,,
word_ja_伝説,伝説,tradition; legend; folklore,,
word_ja_銃,銃,gun; rifle; small arms,,
word_ja_盾,盾,shield; buckler; escutcheon,,
word_ja_駆け寄る,駆け寄る,to rush over; to run up to,,
word_ja_無数,無数,innumerable; countless; numberless,,
word_ja_喧嘩,喧嘩,quarrel; brawl; fight,,
word_ja_通路,通路,passage; pathway; roadway,,
word_ja_父さん,父さん,father; dad; papa,,
word_ja_天使,天使,angel,,
word_ja_可愛らしい,可愛らしい,lovely; sweet,,
word_ja_見渡す,見渡す,to look out over; to survey (scene); to take an extensive view of,,
word_ja_地図,地図,map,,
word_ja_揺らす,揺らす,to rock; to shake; to swing,,
word_ja_困惑,困惑,bewilderment; perplexity; embarrassment,,
word_ja_隊,隊,party; group; crew,,
word_ja_イベント,イベント,event,,
word_ja_あのね,あのね,look here; I say; well,,
word_ja_吐き出す,吐き出す,to vomit; to spit out,,
word_ja_目を向ける,目を向ける,to shift one's attention to; to shift one's focus on,,
word_ja_昨夜,昨夜,evening; last night; yesterday evening,,
word_ja_刀,刀,sword (esp. Japanese single-edged); katana; scalpel,,
word_ja_気持ち悪い,気持ち悪い,bad feeling; feeling bad; disagreeable,,
word_ja_回収,回収,collection; recovery; withdrawal,,
word_ja_室内,室内,indoor; inside the room,,
word_ja_脱出,脱出,escape; break-out; prolapse,,
word_ja_竜,竜,dragon (esp. a Chinese dragon); naga; semi-divine human-cobra chimera in Hindu and Buddhist mythology,,
word_ja_画面,画面,"screen (of a TV, computer, etc.); image (on a screen); picture",,
word_ja_銀,銀,silver (Ag); silver coin; money,,
word_ja_無茶,無茶,absurd; unreasonable; excessive,,
word_ja_舞う,舞う,to dance (orig. a whirling dance); to flutter about; to revolve,,
word_ja_夕食,夕食,evening meal; dinner,,
word_ja_歪む,歪む,to warp; to bend; to contort,,
word_ja_不意,不意,sudden; abrupt; unexpected,,
word_ja_刃,刃,edge (of a knife or sword); prong (of an electrical plug),,
word_ja_布団,布団,futon; Japanese bedding consisting of a mattress and a duvet; round cushion used for Zen meditation (traditionally made of woven bulrush leaves),,
word_ja_天才,天才,genius; prodigy; natural gift,,
word_ja_唐突,唐突,abrupt; sudden,,
word_ja_手に取る,手に取る,to take in one's hand; to pick up; to obtain,,
word_ja_らしき,らしき,-ish; like ...,,
word_ja_メイド,メイド,maid,,
word_ja_曲,曲,composition; piece of music; song,,
word_ja_親友,親友,"close friend; bosom (old, intimate) friend; buddy",,
word_ja_出現,出現,appearance; arrival; make one's appearance,,
word_ja_風呂,風呂,bath; bathing; bathtub,,
word_ja_任務,任務,duty; function; office,,
word_ja_ドキドキ,ドキドキ,thump-thump; bang-bang; pit-a-pat,,
word_ja_膨らむ,膨らむ,to expand; to swell (out); to get big,,
word_ja_下着,下着,underwear,,
word_ja_奥さん,奥さん,wife; your wife; his wife,,
word_ja_人影,人影,figure of a person; figures of people; shadow of a person,,
word_ja_翼,翼,"wing; Chinese ""Wings"" constellation (one of the 28 mansions); counter for birds or bird wings",,
word_ja_社長,社長,company president; manager; director,,
word_ja_ダメージ,ダメージ,damage,,
word_ja_回避,回避,evasion; avoidance,,
word_ja_大地,大地,ground; earth; the solid earth,,
word_ja_染める,染める,to dye; to colour; to color,,
word_ja_頭上,頭上,overhead; above one's head; high in the sky,,
word_ja_威力,威力,power; might; authority,,
word_ja_遮る,遮る,"to interrupt; to obstruct (a view, someone's way, etc.); to block (light, wind, etc.)",,
word_ja_振り回す,振り回す,to wield; to brandish; to flourish,,
word_ja_ったく,ったく,good grief,,
word_ja_目を細める,目を細める,to close one's eyes partly; to squint; to smile with one's whole face,,
word_ja_サイズ,サイズ,size,,
word_ja_攻める,攻める,to attack; to assault; to assail,,
word_ja_試験,試験,examination; exam; test,,
word_ja_不機嫌,不機嫌,pout; displeasure; ill humor,,
word_ja_鍛える,鍛える,to forge; to temper; to drill,,
word_ja_朝食,朝食,breakfast,,
word_ja_途端,途端,"just (now, at the moment, etc.); just as; in the act of",,
word_ja_地球,地球,Earth; the globe,,
word_ja_食堂,食堂,dining room; dining hall; cafeteria,,
word_ja_店員,店員,employee (of a store); shop assistant; clerk,,
word_ja_カード,カード,"card (information, filing, etc.); card (greetings, congratulations, etc.); (Western) playing cards",,
word_ja_もしもし,もしもし,hello (e.g. on phone); excuse me! (when calling out to someone),,
word_ja_ぎゅっと,ぎゅっと,"tightly (hold, squeeze, etc.); firmly; forcefully (e.g. push)",,
word_ja_一発,一発,shot; charge; explosion,,
word_ja_うんうん,うんうん,uh-huh; mm-hmm; with a moan,,
word_ja_教会,教会,church; congregation,,
word_ja_お父様,お父様,father,,
word_ja_こいつら,こいつら,these guys; these fellows,,
word_ja_子供たち,子供たち,children,,
word_ja_問い,問い,question; query,,
word_ja_ガキ,ガキ,brat; kid; urchin,,
word_ja_コーヒー,コーヒー,coffee,,
word_ja_なんだと,なんだと,what did you just say (to me)?; what's that?,,
word_ja_あなたたち,あなたたち,you (plural),,
word_ja_押しつける,押しつける,to press against; to push against; to force against,,
word_ja_小説,小説,novel; (short) story,,
word_ja_眉,眉,eyebrow; eyebrows,,
word_ja_小声,小声,low voice; whisper,,
word_ja_拭う,拭う,"to wipe; to mop up; to get rid of (an impression, feeling, blemish, etc.)",,
word_ja_防御,防御,defense; defence; safeguard,,
word_ja_生き残る,生き残る,to survive,,
word_ja_皿,皿,plate; dish; platter,,
word_ja_五十,五十,fifty; 50,,
word_ja_バイト,バイト,part-time job; side job,,
word_ja_彼氏,彼氏,boyfriend; he; him,,
word_ja_筋肉,筋肉,muscle,,
word_ja_紅茶,紅茶,black tea,,
word_ja_衣装,衣装,clothing; costume; outfit,,
word_ja_突き出す,突き出す,to push out; to project; to stick out,,
word_ja_罠,罠,"snare; trap (for catching wild game, etc.); trap (i.e. ruse, subterfuge, etc.)",,
word_ja_片付ける,片付ける,to tidy up; to put in order; to straighten up,,
